Technical_skills,tech_or_not
mentorship,0
less experienced teammates,0
optimizations,0
jira,0
tdds,0
bachelor s degree,0
,0
changing deadlines,0
debugging,0
profiling,0
optimizations,0
f p games,0
minimal iterations,0
gameplay logic,0
modularity,0
extensibility,0
obj c,0
algorithms,0
minimal guidance,0
exceptional problem solving,0
debugging skills,0
b s,0
gameplay logic,0
ugui uitoolkit,0
modularity,0
extensibility,0
obj c,0
algorithms,0
minimal guidance,0
exceptional problem solving,0
debugging skills,0
b s,0
addressable assets,0
asset bundles,0
websockets,0
json,0
python,0
mentorship,0
less experienced teammates,0
optimizations,0
jira,0
tdds,0
bachelor s degree,0
,0
changing deadlines,0
debugging,0
profiling,0
optimizations,0
f p games,0
velocity,0
mentor,0
jenkins,0
b s,0
python,0
perforce,0
git,0
subversion,0
tool chains,0
preferably jenkins,0
kubernetes,0
mac osx,0
linux,0
game development cycles,0
relational databases,0
preferably mysql,0
lua,0
php,0
obj c,0
puppet,0
ansible,0
the most impactful features,0
blockchain backed game creation,0
clear definitions,0
pragmatic approach,0
redux,0
web js,0
proactive involvement,0
sass,0
typescript,0
sustainable patterns,0
fluency,0
graphql,0
java jee,0
node js,0
javascript,0
fluency,0
java spring,0
vert x,0
kafka,0
docker,0
maven,0
gradle,0
databases,0
caches,0
dynamodb,0
cassandra,0
ux,0
seo teams,0
branded ip titles games,0
solana,0
ethereum,0
python,0
e g flask,0
django,0
golang,0
proficient understanding,0
e g git,0
concurrent designs,0
common vulnerabilities,0
redux,0
webpack,0
es,0
typescript,0
scripts,0
python,0
sql,0
linux,0
git,0
qa methodologies,0
ci cd processes,0
problem solver,0
python,0
high volume consumer facing applications,0
vms,0
linux containers,0
docker,0
kubernetes,0
matchmaking,0
adaptability,0
the team s microservices,0
scalability,0
the everlasting effort,0
strong proficiency,0
nodejs,0
b sc,0
foundational components,0
the reliability,0
scalability,0
mentor,0
elixir,0
kubernetes,0
kafka,0
grpc,0
rocksdb,0
specifications,0
indicators,0
guides,0
js ecosystem,0
npm yarn,0
es,0
cross browser compatibility issues,0
seo principles,0
ux user empathy,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
outages incidents,0
itil problem management,0
resiliency,0
the occurrence,0
client environments,0
team mates,0
an escalation capacity,0
kubernetes,0
docker,0
aws,0
azure,0
terraform,0
dns,0
ntp,0
dhcp,0
smtp,0
vmware,0
hyper v,0
kvm,0
iaas,0
paas,0
saas,0
pros,0
cons,0
scripting,0
python,0
ruby,0
i e puppet,0
ansible,0
troubleshooting,0
switches,0
firewalls,0
nms,0
estimations,0
visibility,0
